,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
1,TWX,MRY,2016-12-31,2016-12-31,2016-12-31,2018-06-13,-1510000000,65966000000,64777750000,13485000000,52481000000,0.453,31.53,-432000000,1539000000,1539000000,16376000000,3925000000,1.39,1.711,24339000000,1947000000,22392000000,24339000000,1050000000,669000000,0,0.017,1.61,6368000000,7037000000,0.24,7037000000,6368000000,5207000000,5.01,4.96,5.01,24335000000,24086000000,24335000000,96600137103,15,13.727,4234000000,5.423,1.0,12942000000,0.441,35540000000,1161000000,43523000000,43630000000,9978000000,3337000000,0,3337000000,41629000000,9703000000,31926000000,74437137103,-616000000,-1228000000,-2150000000,512000000,-1269000000,-3922000000,-1360000000,300000000,4666000000,0,3926000000,3926000000,3926000000,0,-1000000,0.134,5395000000,7547000000,7192000000,0.321,3.059,18.96,19.267,2510000000,0,96.53,2.539,2.571,8699000000,-73455000000,29318000000,29318000000,0,0.061,0.163,0.146,0.217,277000000,5123000000,1.0,771129567,780800000,792300000,37.549,30426000000,0,1281000000,2678000000,39.422,3782000000
2,TWX,MRY,2015-12-31,2015-12-31,2015-12-31,2018-06-13,-1446000000,63848000000,63035500000,12513000000,51335000000,0.446,29.583,-423000000,2155000000,2155000000,16154000000,3832000000,1.564,1.703,23792000000,198000000,23594000000,23792000000,968000000,681000000,0,0.022,1.4,6647000000,7328000000,0.261,7328000000,6647000000,5484000000,4.69,4.62,4.69,23619000000,23872500000,23619000000,72855374122,11,9.942,3420000000,4.197,1.0,11964000000,0.425,35667000000,1163000000,41816000000,39654750000,9353000000,2617000000,0,2617000000,40229000000,8002000000,32227000000,51702374122,-463000000,-672000000,-3467000000,1413000000,-1150000000,-3313000000,-993000000,102000000,3843000000,0,3833000000,3833000000,3833000000,0,-1000000,0.136,5099000000,6865000000,7188000000,0.299,2.189,13.489,13.789,2596000000,0,64.67,1.839,1.874,7411000000,-77381000000,28118000000,28118000000,0,0.061,0.161,0.168,0.236,182000000,4824000000,1.0,799480039,814900000,829500000,34.505,28181000000,0,1651000000,2454000000,35.297,4511000000
3,TWX,MRY,2014-12-31,2014-12-31,2014-12-31,2018-06-13,-1164000000,63146000000,64732500000,13180000000,49966000000,0.423,29.257,-474000000,2618000000,2618000000,15875000000,3827000000,1.432,1.58,22381000000,1118000000,21263000000,22381000000,894000000,733000000,0,0.053,4.522,5781000000,6514000000,0.238,6514000000,5781000000,4612000000,4.42,4.34,4.42,24476000000,26414250000,24476000000,90970495133,16,13.965,3191000000,3.696,1.0,11484000000,0.42,35738000000,1169000000,37967000000,37977750000,8541000000,2326000000,0,2326000000,38670000000,9204000000,29466000000,71623495133,802000000,1714000000,-5166000000,2326000000,-1109000000,-3979000000,1332000000,143000000,3665000000,-129000000,3827000000,3827000000,3827000000,0,0,0.14,5509000000,5975000000,7507000000,1.023,2.926,18.715,19.326,2655000000,0,85.42,2.618,2.695,7720000000,-81214000000,27359000000,27359000000,0,0.059,0.145,0.152,0.211,219000000,5190000000,1.0,838486246,863300000,882600000,31.691,27408000000,184000000,785000000,2204000000,32.761,3976000000
4,TWX,MRY,2013-12-31,2013-12-31,2013-12-31,2018-06-13,-852000000,67999000000,66930250000,12531000000,55468000000,0.395,33.164,-568000000,1816000000,1816000000,14935000000,3691000000,1.494,1.274,20127000000,66000000,20061000000,20127000000,893000000,759000000,0,0.016,1.15,6494000000,7253000000,0.274,7253000000,6494000000,5305000000,3.99,3.92,3.99,29904000000,29901500000,29904000000,80673249493,12,11.123,3146000000,3.42,1.0,11526000000,0.436,35782000000,1189000000,42140000000,37429250000,8664000000,2009000000,0,2009000000,38095000000,8388000000,29707000000,63077249493,-944000000,-495000000,-3034000000,257000000,-1074000000,-3783000000,-910000000,176000000,3714000000,0,3691000000,3691000000,3691000000,0,0,0.139,5258000000,6268000000,6754000000,0.288,2.109,17.089,17.474,3291000000,0,69.72,2.384,2.424,7305000000,-85041000000,26461000000,26461000000,0,0.055,0.123,0.174,0.245,238000000,4934000000,1.0,904722454,920000000,942600000,28.762,32217000000,369000000,1614000000,2287000000,35.729,4143000000
5,TWX,MRY,2012-12-31,2012-12-31,2012-12-31,2018-06-13,-989000000,68089000000,67068250000,13264000000,54825000000,0.378,31.627,-609000000,2841000000,2841000000,14575000000,2922000000,1.354,1.285,19871000000,749000000,19122000000,19871000000,1534000000,765000000,0,0.022,1.04,5546000000,6311000000,0.249,6311000000,5546000000,4295000000,3.05,3.0,3.05,29796000000,29759250000,29796000000,61976195995,11,9.82,2833000000,2.968,1.0,10750000000,0.424,40196000000,1251000000,35124000000,35058750000,8711000000,1966000000,0,1966000000,38292000000,9799000000,28493000000,45288195995,-621000000,-660000000,-2165000000,342000000,-1011000000,-2831000000,-1246000000,49000000,3442000000,0,2925000000,2925000000,2925000000,0,-3000000,0.115,5252000000,5498000000,8039000000,0.341,1.52,15.483,15.682,3942000000,0,47.83,1.788,1.803,7385000000,-88732000000,25325000000,25325000000,0,0.044,0.098,0.158,0.219,195000000,4813000000,1.0,946857537,954400000,976300000,26.535,27893000000,474000000,1370000000,2127000000,29.607,3465000000
6,TWX,MRY,2011-12-31,2011-12-31,2011-12-31,2018-06-13,-852000000,67801000000,66765250000,13432000000,54369000000,0.434,30.193,-772000000,3476000000,3476000000,16311000000,2882000000,1.505,1.263,19524000000,23000000,19501000000,19524000000,1633000000,922000000,0,0.026,0.94,5573000000,6495000000,0.224,6495000000,5573000000,4363000000,2.74,2.71,2.74,29957000000,31269000000,29957000000,51459932870,9,7.923,2660000000,2.543,1.0,12663000000,0.437,40066000000,1210000000,34861000000,33309000000,8484000000,1820000000,0,1820000000,37847000000,8922000000,28925000000,36171932870,-187000000,-365000000,-4407000000,2945000000,-997000000,-2533000000,-1086000000,51000000,3432000000,0,2886000000,2886000000,2886000000,0,-4000000,0.1,6858000000,5805000000,7815000000,0.343,1.207,12.534,13.19,3963000000,0,36.14,1.248,1.305,6922000000,-91671000000,28974000000,28974000000,0,0.043,0.092,0.167,0.192,225000000,6439000000,1.0,1000883588,1046200000,1064500000,27.695,27735000000,663000000,1477000000,2541000000,27.953,4510000000
0,TJX,MRY,2018-12-31,2019-02-02,2019-02-02,2019-04-03,-630321000,14326029000,14367455750,8469222000,5856807000,2.713,4.112,-1125139000,3030229000,3030229000,27831177000,3059798000,1.531,1.838,2233616000,0,2233616000,2233616000,0,819655000,0,0.015,0.741,4182071000,5001726000,0.128,5001726000,4182071000,4173211000,2.47,2.43,2.47,5048606000,5198740000,5048606000,59821899627,14,11.96,2963320000,2.388,1.0,11141757000,0.286,97552000,8860000,7900490000,8263112250,4579033000,0,0,0,9277423000,5531374000,3746049000,60300802627,271752000,0,-2151756000,-7115000,-922596000,-3097481000,-623552000,474935000,4088459000,-95674000,3059798000,3059798000,3059798000,0,0,0.079,6959686000,4182071000,2644143000,0.3,11.944,19.707,19.798,5255208000,0,48.9,1.547,1.557,346298000,4461744000,38972934000,38972934000,0,0.213,0.589,0.506,0.107,103557000,6923564000,1.0,1233145248,1241153000,1259252000,31.401,14228477000,6467000,1113413000,312346000,11.59,2937848000
1,TJX,MRY,2017-12-31,2018-02-03,2018-02-03,2019-04-03,-441859000,14058015000,13408701500,8485727000,5572288000,2.675,4.088,-1057617000,2758477000,2758477000,25502167000,2607948000,1.656,1.731,2230607000,0,2230607000,2230607000,0,725957000,0,0.015,0.599,3888176000,4614133000,0.129,4614133000,3888176000,3856588000,2.05,2.02,2.05,5148309000,4722061000,5148309000,49482388567,13,10.724,1968007000,1.545,1.0,10362497000,0.289,100069000,31588000,8304539000,7941554250,4187243000,506165000,506165000,0,8909706000,5125537000,3784169000,49616777567,-171372000,0,-1510894000,-3138000,-764040000,-2297346000,-1012736000,44881000,3025624000,113086000,2607948000,2607948000,2607948000,0,0,0.073,6474321000,3888176000,2488373000,0.292,9.637,19.025,19.139,5006053000,0,39.235,1.383,1.393,327166000,4334150000,35864664000,35864664000,0,0.194,0.552,0.49,0.108,101362000,6375071000,1.0,1264605010,1273654000,1292209000,28.159,13957946000,6558000,1248640000,347260000,11.082,3360190000
2,TJX,MRY,2016-12-31,2017-01-28,2017-01-28,2019-04-03,-694226000,12883808000,12281504750,7750774000,5133034000,2.702,3.44,-1024747000,2929849000,2929849000,23565754000,2298234000,1.629,1.856,2227599000,0,2227599000,2227599000,0,658796000,0,0.013,0.495,3766577000,4425373000,0.133,4425373000,3766577000,3723043000,1.75,1.73,1.75,4510599000,4456683750,4510599000,48261529878,13,10.906,2602112000,1.984,1.0,9617990000,0.29,195871000,43534000,7228031000,7177806750,3644959000,543242000,543242000,0,8373209000,4757656000,3615553000,48410148878,834376000,0,-1535808000,566956000,-650988000,-1586877000,-1214878000,-187807000,3626859000,9272000,2298234000,2298234000,2298234000,0,0,0.069,5799640000,3818350000,2230904000,0.283,10.733,21.064,21.217,4532894000,0,37.13,1.459,1.467,258831000,4558506000,33183744000,33183744000,0,0.187,0.516,0.525,0.114,31252000,5768467000,1.0,1303801478,1311294000,1328864000,25.306,12687937000,6193000,1424809000,520288000,9.676,2993118000
3,TJX,MRY,2015-12-31,2016-01-30,2016-01-30,2019-04-03,-667472000,11490431000,11439079000,6772560000,4717871000,2.705,3.237,-889380000,2095473000,2095473000,22034523000,2277658000,1.538,1.668,1615003000,0,1615003000,1615003000,0,616696000,0,0.011,0.402,3704700000,4321396000,0.14,4321396000,3704700000,3658300000,1.69,1.665,1.69,4307075000,4305973250,4307075000,47597926150,13,11.014,2067535000,1.535,1.0,8910415000,0.288,193911000,46400000,6413820000,6410104000,3695113000,352313000,352313000,0,7183356000,4402230000,2781126000,47697255150,-398302000,-57104000,-1696264000,0,-544271000,-2195427000,-1063115000,-116631000,2956915000,-96675000,2277658000,2277658000,2277658000,0,0,0.074,5205715000,3704700000,2203050000,0.238,11.074,20.941,21.077,4137575000,0,35.62,1.541,1.55,238072000,4311051000,30944938000,30944938000,0,0.199,0.529,0.578,0.12,29427000,5205715000,1.0,1339058258,1346968000,1366502000,22.974,11296520000,13831000,1380642000,414623000,8.49,2370330000
4,TJX,MRY,2014-12-31,2015-01-31,2015-01-31,2019-04-03,-554385000,10988750000,10983183250,6577444000,4411306000,2.648,3.111,-911522000,2493775000,2493775000,20776522000,2215128000,1.674,1.577,1623864000,0,1623864000,1623864000,0,588975000,0,0.01,0.335,3589671000,4178646000,0.144,4178646000,3589671000,3549884000,1.6,1.575,1.6,4264230000,4299046000,4264230000,44896280486,13,10.744,2096847000,1.514,1.0,8301885000,0.285,309870000,39787000,5879335000,6023718000,3217923000,282623000,282623000,0,6724520000,3929634000,2794886000,45426088486,344029000,0,-1507699000,333118000,-465902000,-1559542000,-954637000,-43115000,3008369000,-150161000,2215128000,2215128000,2215128000,0,0,0.076,4695384000,3606501000,2007511000,0.209,10.653,20.507,20.606,3868365000,0,32.97,1.562,1.571,213824000,4133882000,29078407000,29078407000,0,0.202,0.515,0.596,0.123,-7049000,4695384000,1.0,1377800682,1385382000,1407090000,20.989,10678880000,35007000,1334756000,408886000,7.791,2647810000
5,TJX,MRY,2013-12-31,2014-02-01,2014-02-01,2019-04-03,-199532000,10201022000,10159167000,6067998000,4133024000,2.699,2.964,-946678000,2149746000,2149746000,19605037000,2137396000,1.725,1.412,1274216000,0,1274216000,1274216000,0,548823000,0,0.01,0.275,3350570000,3899393000,0.142,3899393000,3350570000,3319489000,1.5,1.47,1.5,4229893000,3991617000,4229893000,40057799635,12,10.273,1653788000,1.159,1.0,7817659000,0.285,312687000,31081000,5494962000,5491981500,2966490000,294702000,294702000,0,5971129000,3517843000,2453286000,40794365635,337789000,2653000,-1324601000,499555000,-393755000,-1143803000,-1045768000,-101743000,2600466000,-73106000,2137396000,2137396000,2137396000,0,0,0.078,4467089000,3350570000,1771294000,0.183,9.644,19.086,19.12,3594501000,0,28.68,1.488,1.492,210094000,3724408000,27422696000,27422696000,0,0.21,0.535,0.61,0.122,-6466000,4467089000,1.0,1422397686,1426940000,1452752000,19.218,9888335000,133147000,1182093000,510786000,6.93,2550155000
6,TJX,MRY,2012-12-31,2013-02-02,2013-02-02,2019-04-03,-213392000,9511855000,8955916000,5711543000,3800312000,2.89,2.499,-978228000,1811957000,1811957000,18521400000,1906687000,1.519,1.595,774552000,0,774552000,774552000,0,508929000,0,0.01,0.22,3106526000,3615455000,0.14,3615455000,3106526000,3077351000,1.3,1.275,1.3,3665937000,3463539750,3665937000,32167765537,10,8.897,2077492000,1.416,1.0,7356972000,0.284,316269000,29175000,4397585000,4428732500,3014214000,235853000,235853000,0,5845918000,3760596000,2085322000,33035147537,304845000,-190374000,-1211311000,-1456000,-323922000,-1475587000,-1286954000,-152842000,3055720000,11666000,1906687000,1906687000,1906687000,0,0,0.074,4250446000,3106526000,1930568000,0.169,9.011,17.326,17.423,3223242000,0,22.65,1.277,1.284,222788000,3155427000,25878372000,25878372000,0,0.213,0.551,0.701,0.12,1944000,4250446000,1.0,1458505410,1467176000,1495110000,17.638,9195586000,96219000,1170664000,513298000,6.268,1950947000
7,TJX,MRY,2011-12-31,2012-01-28,2012-01-28,2019-04-03,-192575000,8281605000,8223545250,5132632000,3148973000,2.82,2.138,-803330000,1507112000,1507112000,16854249000,1496090000,1.675,1.581,787593000,2970000,784623000,787593000,0,485701000,0,0.011,0.18,2447062000,2932763000,0.126,2932763000,2447062000,2411414000,0.985,0.965,0.985,3209290000,3155250250,3209290000,25239278884,10,8.606,1112704000,0.731,1.0,6337206000,0.273,179935000,35648000,4318728000,4443386000,2950523000,94691000,94691000,0,5072315000,3063423000,2008892000,25407929884,-234639000,0,-1101813000,-2727000,-275016000,-1335712000,-811041000,-19363000,1916034000,-3920000,1496090000,1496090000,1496090000,0,0,0.065,3890144000,2447062000,1645324000,0.183,7.917,16.983,17.099,2715125000,0,16.843,1.096,1.105,204304000,2655163000,23191455000,23191455000,0,0.182,0.474,0.551,0.106,18032000,3890144000,1.0,1508560480,1522218000,1547544000,15.235,8101670000,105869000,915324000,412925000,5.398,2069209000
0,TMK,MRY,2018-12-31,2018-12-31,2018-12-31,2019-03-01,319475000,23095722000,23156563500,,,0.186,48.549,-45092000,121026000,121026000,2275242000,701466000,,3.265,1665033000,,,1665033000,61208000,0,0,0.008,0.63,953703000,953703000,0.222,953703000,953703000,863627000,6.09,6.22,6.09,5415177000,5586498000,5415177000,10209625236,11,10.705,1232555000,11.05,1.0,2028509000,0.471,441591000,90076000,24198138000,24278770500,0,17118544000,,,17680545000,,,8313106236,2463000,0,-385658000,192550000,-71421000,-391520000,-896223000,-1702674000,1277647000,12559000,701466000,701466000,701466000,44000,0,0.163,1074762000,953747000,0,0.103,1.535,11.851,12.238,0,0,74.53,1.932,1.932,415157000,5213468000,4303751000,4303751000,0,0.03,0.126,0.039,0.222,0,0,1.0,111540403,111540403,,38.585,22654131000,0,162161000,1047737000,203.102,
1,TMK,MRY,2017-12-31,2017-12-31,2017-12-31,2019-03-01,1424274000,23474985000,22783377000,,,0.182,53.977,-20285000,118563000,118563000,2227875000,1454494000,,2.767,1460268000,,,1460268000,61430000,0,0,0.007,0.59,911411000,911411000,0.219,911411000,911411000,826879000,12.22,12.5,12.22,6231421000,5299337250,6231421000,11823528131,13,12.973,1408773000,12.203,1.0,1927698000,0.464,441591000,84532000,24375099000,23699666500,0,17734484000,,,17243564000,,,10472182131,42400000,0,-351774000,57556000,-68831000,-453981000,-926824000,-1696749000,1429058000,-5853000,1454494000,1454494000,1454494000,3769000,0,0.35,1012518000,915180000,0,0.048,1.681,7.2,7.423,0,0,90.71,2.52,2.52,391775000,4806208000,4155573000,4155573000,0,0.064,0.274,0.038,0.219,0,0,1.0,115446832,115446832,,35.996,23033394000,0,-627615000,1312002000,199.515,
2,TMK,MRY,2016-12-31,2016-12-31,2016-12-31,2019-03-01,577574000,21436087000,21427044750,,,0.184,38.488,-25162000,76163000,76163000,2128748000,549779000,,3.694,1397640000,,,1397640000,64017000,0,0,0.008,0.555,865769000,865769000,0.22,865769000,865769000,782424000,4.49,4.58,4.49,4566861000,4730686250,4566861000,10047583530,12,11.605,1373546000,11.576,1.0,1805881000,0.459,441591000,83345000,22315973000,22304361750,0,15879728000,,,16869226000,,,8752047530,14780000,0,-343455000,162586000,-66931000,-319791000,-1062436000,-1977773000,1398708000,-1701000,549779000,549779000,549779000,-10189000,0,0.14,950301000,855580000,0,0.124,1.916,15.919,16.428,0,0,73.76,2.224,2.224,384454000,3890798000,3934629000,3934629000,0,0.026,0.116,0.039,0.22,0,0,1.0,118655742,118655742,,33.16,20994496000,0,232645000,1743990000,176.936,
3,TMK,MRY,2015-12-31,2015-12-31,2015-12-31,2019-03-01,231947000,19853213000,20172467500,,,0.187,32.884,-36957000,61383000,61383000,2016212000,527100000,,3.895,1233862000,,,1233862000,67021000,0,0,0.007,0.405,853636000,853636000,0.227,853636000,853636000,776994000,4.16,4.21,4.16,4055552000,4382134500,4055552000,8351826947,10,9.784,1083093000,8.782,1.0,1749853000,0.465,441591000,76642000,20584101000,20990967750,0,14343690000,,,15797661000,,,7049557947,-4636000,0,-382568000,1978000,-66899000,-525705000,-633350000,-1051087000,1120050000,34369000,527100000,527100000,527100000,-10807000,0,0.14,907024000,842829000,0,0.097,1.738,13.374,13.74,0,0,57.16,1.872,1.872,344552000,3614369000,3766065000,3766065000,0,0.026,0.12,0.041,0.227,0,0,1.0,123330265,123330265,,30.536,19411622000,0,249894000,1450888000,157.395,
4,TMK,MRY,2014-12-31,2014-12-31,2014-12-31,2019-03-01,997452000,20272259000,19714636000,,,0.184,36.515,-10615000,66019000,66019000,1903384000,542939000,,3.316,1230528000,,,1230528000,71703000,0,0,0.009,0.507,875668000,875668000,0.242,875668000,875668000,799542000,4.09,4.15,4.09,4697466000,4481231750,4697466000,8183832140,9,9.346,854093000,6.639,1.0,1716711000,0.474,441591000,76126000,20995177000,20477157750,0,14992977000,,,15574793000,,,6968600140,29076000,0,-393014000,9328000,-65006000,-499960000,-350163000,-604716000,864708000,14491000,542939000,542939000,542939000,-14865000,0,0.15,855908000,860803000,0,0.124,1.483,12.835,13.244,0,0,54.17,1.925,1.925,327856000,3376846000,3620095000,3620095000,0,0.028,0.121,0.043,0.242,0,0,1.0,128643163,128643163,,28.141,19830668000,0,256603000,1786070000,154.153,
5,TMK,MRY,2013-12-31,2013-12-31,2013-12-31,2019-03-01,210981000,18191744000,18337358250,,,0.191,27.843,-10598000,36943000,36943000,1838766000,528472000,,3.817,1219935000,,,1219935000,74174000,0,0,0.011,0.553,857043000,857043000,0.245,857043000,857043000,776582000,3.79,3.84,3.79,3776342000,3920025500,3776342000,8245993600,10,9.621,1108682000,8.174,1.0,1655487000,0.474,441591000,80461000,18933145000,19143407000,0,13420001000,,,14415402000,,,7066292600,-24767000,0,-384448000,-90067000,-60911000,-535919000,-614378000,-1010367000,1119280000,6250000,528472000,528472000,528472000,-21267000,0,0.151,819711000,835776000,0,0.146,1.871,13.371,13.747,0,0,52.1,2.022,2.022,331103000,3495533000,3494253000,3494253000,0,0.029,0.135,0.045,0.245,0,0,1.0,135629417,135629417,,25.763,17750153000,0,248110000,1285574000,130.872,
6,TMK,MRY,2012-12-31,2012-12-31,2012-12-31,2019-03-01,925275000,18776910000,17659047250,,,0.203,30.632,-4611000,61710000,61710000,1955682000,529324000,,3.305,1308729000,,,1308729000,76088000,0,0,0.011,0.38,846505000,846505000,0.236,846505000,846505000,765993000,3.65,3.6,3.65,4361786000,4125623500,4361786000,5891220534,7,6.959,938228000,6.589,1.0,1633834000,0.455,441591000,80512000,19582338000,18303686500,0,14094209000,,,14415124000,,,4905046534,-22403000,-186424000,-389143000,151534000,-55527000,-269112000,-698039000,-779780000,942839000,1909000,529324000,529324000,529324000,0,0,0.147,787329000,846505000,0,0.104,1.125,9.267,9.437,0,0,34.447,1.366,1.366,383709000,3403338000,3589516000,3589516000,0,0.03,0.128,0.046,0.236,0,0,1.0,142395390,142395390,,25.208,18335319000,0,236669000,1609828000,128.763,
7,TMK,MRY,2011-12-31,2011-12-31,2011-12-31,2019-03-01,549916000,16588272000,16525777750,,,0.204,25.241,-2297000,84113000,84113000,1793276000,497161000,,3.298,1015413000,,,1015413000,69539000,0,0,0.01,0.296,801235000,801235000,0.237,801235000,801235000,723327000,3.06,3.02,3.06,3859631000,3945487000,3859631000,5263232582,7,6.569,857167000,5.606,1.0,1584125000,0.469,396891000,77908000,17122681000,16973313250,0,12353586000,,,12728641000,,,4423185582,-281566000,21588000,-809943000,25967000,-49125000,-824485000,-312133000,-741197000,859464000,-4412000,497161000,497161000,497161000,455000,0,0.147,782435000,801690000,124421000,0.097,1.146,8.897,9.453,0,0,28.927,1.31,1.31,253549000,3264711000,3377401000,3377401000,0,0.03,0.126,0.047,0.237,0,0,1.0,152910311,152910311,,22.087,16191381000,0,226166000,1319853000,105.888,
0,TSS,MRY,2018-12-31,2018-12-31,2018-12-31,2019-05-01,-60223000,7468709000,7484990000,1140783000,6327926000,0.538,14.174,-242184000,471156000,471156000,2492482000,577917000,2.213,1.888,3918666000,29125000,3889541000,3918666000,0,408573000,0,0.006,0.52,703659000,1112232000,0.276,1112232000,703659000,703659000,3.17,3.14,3.17,2585906000,2530589500,2585906000,18242071852,26,16.401,799483000,4.382,1.0,1535729000,0.381,5591674000,0,4808944000,4868490750,0,180661000,0,180661000,4882803000,515601000,4367202000,14830666852,22909000,-1047782000,-141789000,648630000,-94557000,282507000,-1294149000,0,1041667000,-7116000,576656000,576656000,576656000,0,1261000,0.143,712991000,822738000,97956000,0.164,5.735,25.718,25.644,383074000,0,81.29,3.682,3.682,450322000,3478650000,4028211000,4028211000,0,0.077,0.228,0.145,0.175,48758000,712991000,1.0,182441467,182441467,,22.079,1877035000,7773000,127003000,380278000,10.288,625182000
1,TSS,MRY,2017-12-31,2017-12-31,2017-12-31,2019-05-01,-36148000,6331689000,6294568250,1079244000,5252445000,0.783,12.189,-126220000,450357000,450357000,3577320000,592216000,1.091,1.774,3193814000,565812000,2628002000,3193814000,0,405906000,0,0.006,0.46,652063000,1057969000,0.215,1057969000,652063000,652063000,3.19,3.16,3.19,2240993000,2251754750,2240993000,17086717907,26,16.15,730829000,3.975,1.0,1350645000,0.274,4374932000,0,3711122000,3523950500,0,163518000,0,163518000,3975007000,989092000,2985915000,14540396907,25560000,0,-262405000,-221306000,-79017000,-638725000,-198744000,0,857049000,5980000,586185000,586185000,586185000,0,6031000,0.119,616601000,734044000,62310000,0.144,6.488,24.805,24.793,325218000,0,79.09,2.951,2.951,412322000,3004018000,4927965000,4927965000,0,0.093,0.26,0.185,0.132,42409000,616601000,1.0,183846212,183846212,,26.805,1956757000,6091000,65878000,238317000,10.643,90152000
2,TSS,MRY,2016-12-31,2016-12-31,2016-12-31,2019-05-01,-56158000,6366177000,6160580250,1022689000,5343488000,0.677,11.424,-96726000,425354000,425354000,2993062000,325972000,2.433,2.02,3364003000,50727000,3313276000,3364003000,0,373546000,0,0.008,0.4,480813000,854359000,0.205,854359000,480813000,480813000,1.74,1.73,1.74,2099920000,2018139500,2099920000,12034043400,25,14.085,621558000,3.381,1.0,1177015000,0.282,4836516000,0,4047957000,4031683250,0,133556000,0,133556000,4242164000,420353000,3821811000,9012535400,36281000,-2345493000,-18567000,1915656000,-73378000,1822190000,-2492996000,0,718284000,-11197000,319638000,319638000,319638000,0,6334000,0.077,603633000,573382000,38712000,0.23,4.292,28.196,28.178,282345000,0,49.03,2.161,2.161,432847000,2502222000,4170077000,4170077000,0,0.052,0.158,0.119,0.115,33823000,603633000,1.0,183816753,183816753,,22.686,1529661000,7055000,161175000,419552000,8.322,602336000
3,TSS,MRY,2015-12-31,2015-12-31,2015-12-31,2019-05-01,-33544000,3877895000,3839344750,858232000,3019663000,0.724,10.017,-144588000,389328000,389328000,1855181000,369041000,2.532,1.088,1431087000,53546000,1377541000,1431087000,0,258264000,0,0.008,0.4,515408000,773672000,0.278,773672000,515408000,515408000,1.98,1.97,1.98,1843018000,1800133500,1843018000,10134526917,20,13.099,457446000,2.486,1.0,924360000,0.333,2526625000,0,2054097000,2034162750,0,106118000,0,106118000,2005803000,338932000,1666871000,9162672917,100145000,-750000,-183599000,-52807000,-73677000,-290754000,-204024000,0,602034000,-7111000,364044000,364044000,364044000,-1411000,4997000,0.131,390253000,534107000,52213000,0.202,4.972,25.169,25.152,289898000,0,49.8,3.296,3.296,314705000,2256058000,2779541000,2779541000,0,0.095,0.202,0.253,0.185,17192000,390253000,1.0,183989416,183989416,,15.107,1351270000,6242000,151364000,192444000,7.344,519300000
4,TSS,MRY,2014-12-31,2014-12-31,2014-12-31,2019-05-01,-11926000,3733581000,3713322750,690553000,3043028000,0.659,9.106,-147052000,289183000,289183000,1668892000,329406000,2.329,1.188,1456017000,50911000,1405106000,1456017000,0,248018000,0,0.012,0.4,452633000,700651000,0.286,700651000,452633000,452633000,1.73,1.72,1.73,1692762000,1650225250,1692762000,7510289582,17,10.719,413149000,2.222,1.0,777985000,0.318,2553957000,0,2049945000,2035744500,0,100468000,0,100468000,2011445000,296513000,1714932000,6313092582,10953000,6395000,-135647000,-68543000,-74796000,-316473000,-226607000,-3291000,560201000,-6168000,322872000,322872000,322872000,-48655000,6534000,0.132,346345000,431640000,48793000,0.231,3.729,19.553,19.63,290585000,0,33.96,2.58,2.58,283203000,1966370000,2446877000,2446877000,0,0.087,0.196,0.222,0.185,23605000,346345000,1.0,185897897,185897897,,13.162,1179624000,22192000,129761000,211820000,6.346,394040000
